agent_id,domain,case,candidate,method_signature,shared_structure,result,area,delay,adp,source_csv,notes,log_path,aig_path,old_adp
arith-unary-r2,bf16,ex204,ex204_bf16_output_grouped_low10_hi3_abc_g_aig,ex204|bf16_output_grouped_truth_structure|low10_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,shared sign_exp high-bit run trees plus nested low-bit LUT,official_ok_nonwinning,2077,16,33232,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"low_width=10; nested_hi=3; nested_lo=4; items=18931; const_blocks=3107; b15:runs=512,max=1,const_groups=512; b14:runs=513,max=2,const_groups=511; b13:runs=514,max=2,const_groups=510; b12:runs=514,max=2,const_groups=510; b11:runs=514,max=2,const_groups=510; b10:runs=515,max=2,const_groups=509",,,
arith-unary-r2,bf16,ex205,ex205_bf16_output_grouped_low8_hi3_abc_g_aig,ex205|bf16_output_grouped_truth_structure|low8_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,shared sign_exp high-bit run trees plus nested low-bit LUT,official_ok_nonwinning,4898,16,78368,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"low_width=8; nested_hi=3; nested_lo=4; items=18211; const_blocks=3155; b15:runs=512,max=1,const_groups=512; b14:runs=514,max=2,const_groups=510; b13:runs=515,max=2,const_groups=509; b12:runs=515,max=2,const_groups=509; b11:runs=515,max=2,const_groups=509; b10:runs=516,max=2,const_groups=508; b9:runs=521,max=4,const_groups=506; b8:runs=528,max=5,const_groups=502",,,
arith-unary-r2,bf16,ex205,ex205_bf16_output_grouped_low10_hi3_abc_g_aig,ex205|bf16_output_grouped_truth_structure|low10_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,shared sign_exp high-bit run trees plus nested low-bit LUT,official_ok_nonwinning,4824,17,82008,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"low_width=10; nested_hi=3; nested_lo=4; items=18211; const_blocks=3155; b15:runs=512,max=1,const_groups=512; b14:runs=514,max=2,const_groups=510; b13:runs=515,max=2,const_groups=509; b12:runs=515,max=2,const_groups=509; b11:runs=515,max=2,const_groups=509; b10:runs=516,max=2,const_groups=508",,,
arith-unary-r2,bf16,ex218,ex218_bf16_output_grouped_low8_hi3_abc_g_aig,ex218|bf16_output_grouped_truth_structure|low8_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,shared sign_exp high-bit run trees plus nested low-bit LUT,official_ok_nonwinning,1478,15,22170,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"low_width=8; nested_hi=3; nested_lo=4; items=24496; const_blocks=2736; b15:runs=513,max=2,const_groups=511; b14:runs=516,max=2,const_groups=508; b13:runs=520,max=2,const_groups=504; b12:runs=528,max=2,const_groups=496; b11:runs=544,max=2,const_groups=480; b10:runs=576,max=2,const_groups=448; b9:runs=640,max=2,const_groups=384; b8:runs=768,max=3,const_groups=340",,,
arith-unary-r2,bf16,ex218,ex218_bf16_output_grouped_low10_hi3_abc_g_aig,ex218|bf16_output_grouped_truth_structure|low10_nested_hi3_highbit_runs|shared_signexp_highbit_runs_plus_nested_low_lut|abc_g_aig|abc_xf_truth_derived|full_word_bitgroup,shared sign_exp high-bit run trees plus nested low-bit LUT,official_ok_nonwinning,1183,15,17745,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"low_width=10; nested_hi=3; nested_lo=4; items=24496; const_blocks=2736; b15:runs=513,max=2,const_groups=511; b14:runs=516,max=2,const_groups=508; b13:runs=520,max=2,const_groups=504; b12:runs=528,max=2,const_groups=496; b11:runs=544,max=2,const_groups=480; b10:runs=576,max=2,const_groups=448",,,
arith-unary-r2,bf16,ex204,ex204_bf16_log2_hilo4_field_mode,ex204|bf16_log2|hilo4_field_mode|abc_g_aig,hilo4_field_mode,official_ok_nonwinning,2332,16,37312,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,hi_lo split field_mode=True hi_bits=4 default_mode=default_override items=7179,,,
arith-unary-r2,bf16,ex204,ex204_bf16_log2_hilo5_add_delta,ex204|bf16_log2|hilo5_add_delta|abc_g_aig,hilo5_add_delta,official_ok_nonwinning,2176,37,80512,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,base_delta hi_lo split hi_bits=5 op=add items=11332,,,
arith-unary-r2,bf16,ex205,ex205_bf16_log10_odd_pos_fields_e3_m3,ex205|bf16_log10|odd_pos_fields_e3_m3|abc_g_aig,odd_pos_fields_e3_m3,not_equiv,,,,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,positive-domain odd symmetry separate fields exp_hi=3 mant_hi=3 items=7895,,,
arith-unary-r2,bf16,ex205,ex205_bf16_log10_delta_pair_first_hilo3,ex205|bf16_log10|delta_pair_first_hilo3|abc_g_aig,delta_pair_first_hilo3,official_ok_nonwinning,4544,22,99968,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,delta pair base_policy=first delta_mode=hilo3 items=7880,,,
arith-unary-r2,bf16,ex218,ex218_bf16_reciprocal_cube_sep_fields_e3_m3_s3,ex218|bf16_reciprocal_cube|sep_fields_e3_m3_s3|abc_g_aig,sep_fields_e3_m3_s3,official_ok_nonwinning,912,15,13680,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,semantic model exact over 65536 inputs; separate fields exp_hi=3 mant_hi=3 sign_hi=3 items=24323,,,
arith-unary-r2,bf16,ex218,ex218_bf16_reciprocal_cube_delta_pair_mode_hilo4,ex218|bf16_reciprocal_cube|delta_pair_mode_hilo4|abc_g_aig,delta_pair_mode_hilo4,official_ok_nonwinning,546,14,7644,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,semantic model exact over 65536 inputs; delta pair base_policy=mode delta_mode=hilo4 items=11141,,,
arith-unary-r2,fp16,ex223,ex223_log_nested_low13_hi4_abc_g_aig,ex223|fp16_log|log_nested_low13_hi4|abc_g_aig,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",official_ok_nonwinning,10677,20,213540,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",,,
arith-unary-r2,fp16,ex223,ex223_log_nested_low14_hi4_abc_g_aig,ex223|fp16_log|log_nested_low14_hi4|abc_g_aig,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",official_ok_nonwinning,10621,20,212420,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",,,
arith-unary-r2,fp16,ex225,ex225_log_nested_low13_hi4_abc_g_aig,ex225|fp16_log10|log_nested_low13_hi4|abc_g_aig,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",official_ok_nonwinning,11243,20,224860,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=13; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28; b13:runs=34,max=2,const=26",,,
arith-unary-r2,fp16,ex225,ex225_log_nested_low14_hi4_abc_g_aig,ex225|fp16_log10|log_nested_low14_hi4|abc_g_aig,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",official_ok_nonwinning,11265,20,225300,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"positive-normal exp-group high-bit run trees plus nested low LUT; special_const_groups=33; special_full_groups=1; special_items=1057; low_width=14; nested_hi=4; nested_lo=6; low_items=30720; b15:runs=30,max=1,const=30; b14:runs=32,max=2,const=28",,,
arith-unary-r2,fp16,ex223,ex223_fp16_log_manual_ex223_sign_bit14,ex223|fp16_log|manual_ex223_sign_bit14|abc_g_aig,manual ex223 sign casez plus bit14 threshold formula; table_items=31777,official_ok_nonwinning,11191,23,257393,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,per-output-bit run-cover hybrid; manual ex223 sign casez plus bit14 threshold formula; table_items=31777,,,
arith-unary-r2,fp16,ex223,ex223_fp16_log_special_casez_sign_bits11_12,ex223|fp16_log|special_casez_sign_bits11_12|abc_g_aig,special shell positive-normal table_items=30720; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0; bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0,official_ok_nonwinning,11225,25,280625,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,per-output-bit run-cover hybrid; special shell positive-normal table_items=30720; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=11; table_items=0; bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=20; table_items=0,,,
arith-unary-r2,fp16,ex225,ex225_fp16_log10_manual_ex225_bitvec14_12_9_bit13,ex225|fp16_log10|manual_ex225_bitvec14_12_9_bit13|abc_g_aig,"manual_bits=13; bitvec_bits=14,12,9; table_items=31777; bits=14,12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0",official_ok_nonwinning,11551,24,277224,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,"per-output-bit run-cover hybrid; manual_bits=13; bitvec_bits=14,12,9; table_items=31777; bits=14,12,9; threshold=32; const_groups=47; range_groups=17; table_groups=0; range_items=72; table_items=0",,,
arith-unary-r2,fp16,ex225,ex225_fp16_log10_special_casez_sign_bits11_12,ex225|fp16_log10|special_casez_sign_bits11_12|abc_g_aig,special shell positive-normal table_items=30720; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=12; table_items=0; bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=21; table_items=0,official_ok_nonwinning,11683,24,280392,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,per-output-bit run-cover hybrid; special shell positive-normal table_items=30720; bit=12; threshold=8; const_groups=60; range_groups=4; table_groups=0; range_items=12; table_items=0; bit=11; threshold=8; const_groups=58; range_groups=6; table_groups=0; range_items=21; table_items=0,,,
arith-unary-r2,integer,ex260,ex260_smul_baugh_wooley_column_arith_abc_g_aig,ex260|signed low4_high4:a*b|baugh_wooley_column_arith+abc_g_aig|abc_g_aig,baugh_wooley_column_arith+abc_g_aig,official_ok_nonwinning,80,31,2480,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact signed low4 * signed high4 over 256 inputs; source=baugh_wooley_column_arith; flow=abc_g_aig,,,
arith-unary-r2,integer,ex260,ex260_smul_direct_signed_abc_g_aig,ex260|signed low4_high4:a*b|direct_signed+abc_g_aig|abc_g_aig,direct_signed+abc_g_aig,official_ok_nonwinning,116,20,2320,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact signed low4 * signed high4 over 256 inputs; source=direct_signed; flow=abc_g_aig,,,
arith-unary-r2,integer,ex260,ex260_smul_booth_radix4_csa_cla_abc_g_aig,ex260|signed low4_high4:a*b|booth_radix4_csa_cla+abc_g_aig|abc_g_aig,booth_radix4_csa_cla+abc_g_aig,official_ok_nonwinning,102,16,1632,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact signed low4 * signed high4 over 256 inputs; source=booth_radix4_csa_cla; flow=abc_g_aig,,,
arith-unary-r2,integer,ex260,ex260_smul_case_b_signed_const_abc_g_aig,ex260|signed low4_high4:a*b|case_b_signed_const+abc_g_aig|abc_g_aig,case_b_signed_const+abc_g_aig,official_ok_nonwinning,190,10,1900,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,exact signed low4 * signed high4 over 256 inputs; source=case_b_signed_const; flow=abc_g_aig,,,
arith-unary-r2,integer,ex266,ex266_udiv_cof_bhi1_ahi1_bitbdd_wordmux_abc_g_aig,ex266|unsigned low5_high5:a/b dbz=max|cof_bhi1_ahi1_bitbdd_wordmux+abc_g_aig|abc_g_aig,cof_bhi1_ahi1_bitbdd_wordmux+abc_g_aig,official_ok_nonwinning,154,12,1848,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,unsigned low5_high5:a/b dbz=max exact; source=cof_bhi1_ahi1_bitbdd_wordmux; flow=abc_g_aig,,,
arith-unary-r2,integer,ex266,ex266_udiv_cof_bhi1_ahi1_bitbdd_wordmux_synth_preset_d10,ex266|unsigned low5_high5:a/b dbz=max|cof_bhi1_ahi1_bitbdd_wordmux+synth_preset_d10|synth_preset_d10,cof_bhi1_ahi1_bitbdd_wordmux+synth_preset_d10,official_ok_nonwinning,144,11,1584,student/frontend_campaigns/campaigns/ex204_ex299_frontend_continuation_20260614_1216/agent_shards/arith-unary-r2/shared_structure_report.csv,unsigned low5_high5:a/b dbz=max exact; source=cof_bhi1_ahi1_bitbdd_wordmux; flow=synth_preset_d10,,,
