case,hypothesis,representation_family,sharing_strategy,source,confidence,novelty,expected_gain,status,reason,created_by,created_at
ex290,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex290,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex291,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex291,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex291,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex292,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex292,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex292,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex293,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex293,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex293,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex294,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex294,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex294,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex295,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex295,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex295,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex296,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex296,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex296,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex297,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex297,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex297,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex298,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex298,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex298,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex299,PPT family transform,shared GF(2)/routing/state descriptors,shared,auto_seed_from_gap_index,medium,exploit,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex299,ANF/cofactor decomposition,shared symbolic monomials and grouped outputs,shared,auto_seed_from_gap_index,medium,explore,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex299,non-PPT structural hypothesis,truth-clustered state/routing model,shared,auto_seed_from_gap_index,low,wildcard,high,proposed,rethink high-level description and shared-structure RTL,build_frontend_campaign_index.py,auto
ex200,shared special-case shell / synth-flow gate-set refinement,current_frontend_seed_copy,shared,ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent,medium,exploit,medium,tested_promising,official frontend improvement vs current frontend; still behind reference/backend,bf16-agent,2026-06-12
ex204,shared special-case shell / synth-flow gate-set refinement,mantissa_hilo_grouped_lut,shared,ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent,medium,exploit,medium,tested_promising,official frontend improvement vs current frontend; still behind reference/backend,bf16-agent,2026-06-12
ex205,shared special-case shell / synth-flow gate-set refinement,current_frontend_seed_copy,shared,ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent,medium,exploit,medium,tested_promising,official frontend improvement vs current frontend; still behind reference/backend,bf16-agent,2026-06-12
ex200,field-split exp source factoring,separate output fields,shared,ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent,high,explore,low,tested_bad,generated candidate failed equivalence in this batch,bf16-agent,2026-06-12
ex205,log10 exponent-base residual source factoring,arithbase delta/log10 residual,shared,ex200_ex299_frontend_parallel_shared_20260612_1422/bf16-agent,high,explore,low,tested_bad,equivalent but deeper than selected-field seed,bf16-agent,2026-06-12
ex240,E4M3FN packed add,same-sign GRS formula plus compact diff normalizer,shared byte decode gap clamp and sign/magnitude selection,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
ex240,E4M3FN packed add,nested gap/max exponent table and significand pair correction,shared sorted magnitude decode with local table correction,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
ex241,E4M3FN packed multiply,outer exponent sum table with inner 4x4 product table,shared sign xor exponent sum and product key,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
ex241,E4M3FN packed multiply,product normalization formula with exact rounding exceptions,shared product and exponent-sum decode,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
ex242,E4M3FN packed low-over-high division,sparse exponent-delta and significand-pair field table,shared divisor special decode and quotient field table,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
ex242,E4M3FN packed low-over-high division,compact quotient formula with per-bit exception overlay,shared exponent-delta quotient decode,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
ex244,E4M3FN packed hypot,max magnitude plus max-eff/gap/sig delta BDD,shared abs max/min decode and delta correction,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
ex244,E4M3FN packed hypot,max-eff threshold pack with parallel min-sig predicates,shared max/min decode and packed threshold predicates,ex200_ex299_frontend_parallel_shared_20260612_1422/float-fp8-agent,medium,campaign_shard,medium,tested_equivalent,OK,float-fp8-agent,2026-06-12
