case,domain,agent_id,candidate_id,method_signature,evaluate_status,equivalent,area,delay,adp,verilog_path,aig_path,evaluate_log,notes
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k5_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f00_k5_case_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k6_onehot_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f00_k6_onehot_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k6_onehot_global.evaluate.log,
ex287,unknown,unknown-a-agent,ex287_unknown_symcof_interleave_f00_k6_case_global,ex287|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/official_eval/ex287_unknown_symcof_interleave_f00_k6_case_global/ex287.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex287/logs/ex287_unknown_symcof_interleave_f00_k6_case_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k5_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f10_k5_onehot_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k5_onehot_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k5_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f10_k5_case_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k5_case_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k6_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f10_k6_onehot_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k6_onehot_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f10_k6_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f10_k6_case_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f10_k6_case_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k5_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f00_k5_onehot_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k5_onehot_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k5_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f00_k5_case_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k5_case_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k6_onehot_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f00_k6_onehot_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k6_onehot_global.evaluate.log,
ex288,unknown,unknown-a-agent,ex288_unknown_symcof_interleave_f00_k6_case_global,ex288|hamming_weight_preserving_lossy_routing_normalizer|pair_symmetry_canonical_key_bdd_cofactors|global_bdd_node_sharing|yosys_default_abc_g_AND_then_aigmap|exact_pair_swap_invariant_key|class_onehot_or_case_mux,OK,,,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/official_eval/ex288_unknown_symcof_interleave_f00_k6_case_global/ex288.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-a-agent/ex288/logs/ex288_unknown_symcof_interleave_f00_k6_case_global.evaluate.log,
ex290,unknown,unknown-b-agent,ex290_state_ir2_descriptor_state_delta_outside_in_abc_g_aig,ex290|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|global state descriptor roots,OK,1,7720,21,162120,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/verilog/ex290_state_ir2_descriptor_state_delta_outside_in.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/aigs/ex290_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/logs/ex290_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.evaluate.log,descriptor_bdd_nodes=4190; order=state_delta_outside_in
ex290,unknown,unknown-b-agent,ex290_state_ir2_linear_abc_g_aig,ex290|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/verilog/ex290_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/aigs/ex290_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex290/logs/ex290_state_ir2_linear_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex291,unknown,unknown-b-agent,ex291_state_ir2_descriptor_state_delta_outside_in_abc_g_aig,ex291|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|global state descriptor roots,OK,1,14279,24,342696,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/verilog/ex291_state_ir2_descriptor_state_delta_outside_in.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/aigs/ex291_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/logs/ex291_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.evaluate.log,descriptor_bdd_nodes=7734; order=state_delta_outside_in
ex291,unknown,unknown-b-agent,ex291_state_ir2_linear_abc_g_aig,ex291|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/verilog/ex291_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/aigs/ex291_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex291/logs/ex291_state_ir2_linear_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex292,unknown,unknown-b-agent,ex292_state_ir2_descriptor_state_delta_outside_in_abc_g_aig,ex292|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|global state descriptor roots,OK,1,25093,25,627325,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/verilog/ex292_state_ir2_descriptor_state_delta_outside_in.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/aigs/ex292_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/logs/ex292_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.evaluate.log,descriptor_bdd_nodes=13734; order=state_delta_outside_in
ex292,unknown,unknown-b-agent,ex292_state_ir2_linear_abc_g_aig,ex292|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/verilog/ex292_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/aigs/ex292_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex292/logs/ex292_state_ir2_linear_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex293,unknown,unknown-b-agent,ex293_state_ir2_descriptor_state_delta_outside_in_abc_g_aig,ex293|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|global state descriptor roots,OK,1,43055,27,1162485,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/verilog/ex293_state_ir2_descriptor_state_delta_outside_in.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/aigs/ex293_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/logs/ex293_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.evaluate.log,descriptor_bdd_nodes=23768; order=state_delta_outside_in
ex293,unknown,unknown-b-agent,ex293_state_ir2_linear_abc_g_aig,ex293|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/verilog/ex293_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/aigs/ex293_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex293/logs/ex293_state_ir2_linear_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex294,unknown,unknown-b-agent,ex294_state_ir2_descriptor_state_delta_outside_in_abc_g_aig,ex294|global permutation-like I+R^-2 state descriptor|anchored_state_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|global state descriptor roots,OK,1,76068,30,2282040,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/verilog/ex294_state_ir2_descriptor_state_delta_outside_in.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/aigs/ex294_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/logs/ex294_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.evaluate.log,descriptor_bdd_nodes=41652; order=state_delta_outside_in
ex294,unknown,unknown-b-agent,ex294_state_ir2_linear_abc_g_aig,ex294|global permutation-like I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|direct cyclic I+R^-2 linear transform|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/verilog/ex294_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/aigs/ex294_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex294/logs/ex294_state_ir2_linear_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex295,unknown,unknown-b-agent,ex295_cell_rot2_descriptor_cell_delta_order_abc_g_aig,ex295|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|pair-cell descriptor roots,OK,1,9983,22,219626,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/verilog/ex295_cell_rot2_descriptor_cell_delta_order.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/aigs/ex295_cell_rot2_descriptor_cell_delta_order_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/logs/ex295_cell_rot2_descriptor_cell_delta_order_abc_g_aig.evaluate.log,descriptor_bdd_nodes=5745; order=cell_delta_order
ex295,unknown,unknown-b-agent,ex295_cell_rot2_xor_abc_g_aig,ex295|cyclic 2-bit-symbol rot2/cell descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|2-bit-cell rot2 xor descriptor emitted directly|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/verilog/ex295_cell_rot2_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/aigs/ex295_cell_rot2_xor_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex295/logs/ex295_cell_rot2_xor_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex296,unknown,unknown-b-agent,ex296_open_state_ir2_descriptor_state_delta_outside_in_abc_g_aig,ex296|odd/open-boundary I+R^-2 state descriptor|open_state_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|open-boundary state descriptor roots,OK,1,14910,24,357840,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/verilog/ex296_open_state_ir2_descriptor_state_delta_outside_in.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/aigs/ex296_open_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/logs/ex296_open_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.evaluate.log,descriptor_bdd_nodes=8476; order=state_delta_outside_in
ex296,unknown,unknown-b-agent,ex296_open_state_ir2_linear_abc_g_aig,ex296|odd/open-boundary I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|open-boundary I+R^-2 descriptor emitted directly|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/verilog/ex296_open_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/aigs/ex296_open_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex296/logs/ex296_open_state_ir2_linear_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex297,unknown,unknown-b-agent,ex297_cell_rot2_descriptor_cell_delta_order_abc_g_aig,ex297|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|pair-cell descriptor roots,OK,1,37354,25,933850,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex297/verilog/ex297_cell_rot2_descriptor_cell_delta_order.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex297/aigs/ex297_cell_rot2_descriptor_cell_delta_order_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex297/logs/ex297_cell_rot2_descriptor_cell_delta_order_abc_g_aig.evaluate.log,descriptor_bdd_nodes=23128; order=cell_delta_order
ex297,unknown,unknown-b-agent,ex297_cell_rot2_xor_abc_g_aig,ex297|cyclic 2-bit-symbol rot2/cell descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|2-bit-cell rot2 xor descriptor emitted directly|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex297/verilog/ex297_cell_rot2_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex297/aigs/ex297_cell_rot2_xor_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex297/logs/ex297_cell_rot2_xor_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex298,unknown,unknown-b-agent,ex298_open_state_ir2_descriptor_state_delta_outside_in_abc_g_aig,ex298|odd/open-boundary I+R^-2 state descriptor|open_state_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|open-boundary state descriptor roots,OK,1,54169,29,1570901,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex298/verilog/ex298_open_state_ir2_descriptor_state_delta_outside_in.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex298/aigs/ex298_open_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex298/logs/ex298_open_state_ir2_descriptor_state_delta_outside_in_abc_g_aig.evaluate.log,descriptor_bdd_nodes=31591; order=state_delta_outside_in
ex298,unknown,unknown-b-agent,ex298_open_state_ir2_linear_abc_g_aig,ex298|odd/open-boundary I+R^-2 state descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|open-boundary I+R^-2 descriptor emitted directly|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex298/verilog/ex298_open_state_ir2_linear.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex298/aigs/ex298_open_state_ir2_linear_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex298/logs/ex298_open_state_ir2_linear_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
ex299,unknown,unknown-b-agent,ex299_cell_rot2_descriptor_cell_delta_order_abc_g_aig,ex299|cyclic 2-bit-symbol rot2/cell descriptor|anchored_cell_delta_shared_bdd|shared BDD nodes over descriptor key|abc_g_aig|official_truth_exact_descriptor|pair-cell descriptor roots,OK,1,143813,30,4314390,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex299/verilog/ex299_cell_rot2_descriptor_cell_delta_order.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex299/aigs/ex299_cell_rot2_descriptor_cell_delta_order_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex299/logs/ex299_cell_rot2_descriptor_cell_delta_order_abc_g_aig.evaluate.log,descriptor_bdd_nodes=83759; order=cell_delta_order
ex299,unknown,unknown-b-agent,ex299_cell_rot2_xor_abc_g_aig,ex299|cyclic 2-bit-symbol rot2/cell descriptor|direct_descriptor_formula|single shared rotate/delta expression|abc_g_aig|2-bit-cell rot2 xor descriptor emitted directly|word-level direct assign,NOT_EQUIV,0,,,,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex299/verilog/ex299_cell_rot2_xor.v,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex299/aigs/ex299_cell_rot2_xor_abc_g_aig.aig,student/work/ex200_ex299_frontend_parallel_shared_20260612_1422/unknown-b-agent/ex299/logs/ex299_cell_rot2_xor_abc_g_aig.evaluate.log,semantic smoke candidate for high-level descriptor
