case,family_id,tool,tool_chain,command,params_json,attempts,equivalent_count,new_pareto_count,timeout_count,failure_count,best_delta_adp,best_delta_area,best_delta_delay,recent_attempts,recent_new_pareto_count,recent_success_rate
ex214,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-88,-8,0,1,0,0.000
ex214,alt01,abc,abc_resyn2rs,resyn2rs,{},12,12,0,0,0,-286,-26,0,12,0,0.000
ex214,alt01,abc,abc_resyn3,resyn3,{},12,12,0,0,0,-121,-11,0,12,0,0.000
ex214,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},12,12,0,0,0,264,24,0,12,0,0.000
ex214,alt01,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",3,3,0,0,0,0,0,0,3,0,0.000
ex214,alt01,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",3,3,0,0,0,1149,-5,4,3,0,0.000
ex214,alt01,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",3,3,0,0,0,1149,-5,4,3,0,0.000
ex214,alt01,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",3,3,0,0,0,1149,-5,4,3,0,0.000
ex214,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex214,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-24,-2,0,1,0,0.000
ex214,alt02,abc,abc_compress2,compress2,{},9,9,0,0,0,-22,-2,0,9,0,0.000
ex214,alt02,abc,abc_compress2rs,compress2rs,{},9,9,0,0,0,464,-18,2,9,0,0.000
ex214,alt02,abc,abc_dc2,dc2,{},1,1,1,0,0,-96,-8,0,1,1,1.000
ex214,alt02,abc,abc_dc2_dch,dc2_dch,{},9,9,0,0,0,-33,-3,0,9,0,0.000
ex214,alt02,abc,abc_dch,dch,{},1,1,1,0,0,-373,-5,-1,1,1,1.000
ex214,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},9,9,0,0,0,-310,-4,-1,9,0,0.000
ex214,alt02,abc,abc_dch_dc2,dch_dc2,{},9,9,0,0,0,-44,-4,0,9,0,0.000
ex214,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-24,-2,0,1,0,0.000
ex214,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-72,-6,0,1,0,0.000
ex214,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-24,-2,0,1,0,0.000
ex214,alt02,abc,abc_resyn2rs,resyn2rs,{},9,9,3,0,0,-204,-17,0,9,3,0.333
ex214,alt02,abc,abc_resyn3,resyn3,{},9,9,0,0,0,-72,-6,0,9,0,0.000
ex214,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},10,10,0,0,0,232,32,-1,10,0,0.000
ex214,alt02,culs,culs_resyn2,resyn2,{},16,16,0,0,0,284,-1,1,16,0,0.000
ex214,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",27,27,0,0,0,0,0,0,27,0,0.000
ex214,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",27,27,1,0,0,-22,-4,0,27,1,0.037
ex214,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",27,27,1,0,0,-22,-4,0,27,1,0.037
ex214,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",27,27,1,0,0,-22,-4,0,27,1,0.037
ex214,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex214,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-385,-3,-1,1,0,0.000
ex214,alt03,abc,abc_compress2,compress2,{},2,2,0,0,0,-33,-3,0,2,0,0.000
ex214,alt03,abc,abc_compress2rs,compress2rs,{},2,2,0,0,0,286,-30,2,2,0,0.000
ex214,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-506,-14,-1,1,0,0.000
ex214,alt03,abc,abc_dc2_dch,dc2_dch,{},2,2,0,0,0,-77,-7,0,2,0,0.000
ex214,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-495,-13,-1,1,0,0.000
ex214,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},2,2,0,0,0,-77,-7,0,2,0,0.000
ex214,alt03,abc,abc_dch_dc2,dch_dc2,{},2,2,0,0,0,-88,-8,0,2,0,0.000
ex214,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-385,-3,-1,1,0,0.000
ex214,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-385,-3,-1,1,0,0.000
ex214,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-385,-3,-1,1,0,0.000
ex214,alt03,abc,abc_resyn2rs,resyn2rs,{},2,2,0,0,0,-286,-26,0,2,0,0.000
ex214,alt03,abc,abc_resyn3,resyn3,{},2,2,0,0,0,-110,-10,0,2,0,0.000
ex214,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},3,3,1,0,0,-344,36,-2,3,1,0.333
ex214,alt03,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",1,1,0,0,0,0,0,0,1,0,0.000
ex214,alt03,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",1,1,0,0,0,270,-3,1,1,0,0.000
ex214,alt03,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",1,1,0,0,0,573,-3,2,1,0,0.000
ex214,alt03,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",1,1,0,0,0,-33,-3,0,1,0,0.000
ex214,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex214,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-435,-6,-1,1,0,0.000
ex214,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-435,-6,-1,1,0,0.000
ex214,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-468,-9,-1,1,0,0.000
ex214,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-468,-9,-1,1,0,0.000
ex214,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-479,-10,-1,1,0,0.000
ex214,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-468,-9,-1,1,0,0.000
ex214,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,-83,26,-1,1,0,0.000
ex214,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex215,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-60,-5,0,1,0,0.000
ex215,current,abc,abc_compress2,compress2,{},8,8,0,0,0,-84,-7,0,8,0,0.000
ex215,current,abc,abc_compress2rs,compress2rs,{},8,8,0,0,0,416,-26,2,8,0,0.000
ex215,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-120,-10,0,1,0,0.000
ex215,current,abc,abc_dc2_dch,dc2_dch,{},8,8,0,0,0,-204,-17,0,8,0,0.000
ex215,current,abc,abc_dch,dch,{},1,1,0,0,0,-60,-5,0,1,0,0.000
ex215,current,abc,abc_dch_bal_rw,dch_bal_rw,{},8,8,0,0,0,-144,-12,0,8,0,0.000
ex215,current,abc,abc_dch_dc2,dch_dc2,{},8,8,0,0,0,-144,-12,0,8,0,0.000
ex215,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-72,-6,0,1,0,0.000
ex215,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-84,-7,0,1,0,0.000
ex215,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-84,-7,0,1,0,0.000
ex215,current,abc,abc_resyn2rs,resyn2rs,{},8,8,0,0,0,-252,-21,0,8,0,0.000
ex215,current,abc,abc_resyn3,resyn3,{},8,8,0,0,0,-120,-10,0,8,0,0.000
ex215,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},8,8,0,0,0,648,54,0,8,0,0.000
ex215,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex215,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex215,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-439,-5,-1,1,0,0.000
ex215,alt02,abc,abc_compress2,compress2,{},22,22,0,0,0,-475,-8,-1,22,0,0.000
ex215,alt02,abc,abc_compress2rs,compress2rs,{},22,22,2,0,0,71,-22,1,22,2,0.091
ex215,alt02,abc,abc_dc2,dc2,{},1,1,1,0,0,-499,-10,-1,1,1,1.000
ex215,alt02,abc,abc_dc2_dch,dc2_dch,{},22,22,0,0,0,-523,-12,-1,22,0,0.000
ex215,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-463,-7,-1,1,0,0.000
ex215,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},22,22,0,0,0,-463,-7,-1,22,0,0.000
ex215,alt02,abc,abc_dch_dc2,dch_dc2,{},22,22,0,0,0,-475,-8,-1,22,0,0.000
ex215,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-439,-5,-1,1,0,0.000
ex215,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-475,-8,-1,1,0,0.000
ex215,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-463,-7,-1,1,0,0.000
ex215,alt02,abc,abc_resyn2rs,resyn2rs,{},22,22,2,0,0,-619,-20,-1,22,2,0.091
ex215,alt02,abc,abc_resyn3,resyn3,{},22,22,0,0,0,-499,-10,-1,22,0,0.000
ex215,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},22,22,1,0,0,517,53,-1,22,1,0.045
ex215,alt02,culs,culs_resyn2,resyn2,{},30,30,8,0,0,-24,-2,0,30,8,0.267
ex215,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",37,37,2,0,0,0,0,0,37,2,0.054
ex215,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",37,37,7,0,0,-60,-5,0,37,7,0.189
ex215,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",37,37,1,0,0,-60,-5,0,37,1,0.027
ex215,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",37,37,6,0,0,-60,-5,0,37,6,0.162
ex215,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex215,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-26,-2,0,1,0,0.000
ex215,alt03,abc,abc_compress2,compress2,{},1,1,0,0,0,700,-4,2,1,0,0.000
ex215,alt03,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,100,-20,1,1,0,0.000
ex215,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,695,-5,2,1,0,0.000
ex215,alt03,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,640,-8,2,1,0,0.000
ex215,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-65,-5,0,1,0,0.000
ex215,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-26,-2,0,1,0,0.000
ex215,alt03,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,715,-3,2,1,0,0.000
ex215,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-26,-2,0,1,0,0.000
ex215,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-39,-3,0,1,0,0.000
ex215,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-26,-2,0,1,0,0.000
ex215,alt03,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-247,-19,0,1,0,0.000
ex215,alt03,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-91,-7,0,1,0,0.000
ex215,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,323,59,-1,2,0,0.000
ex215,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex215,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-169,-13,0,1,0,0.000
ex215,alt04,abc,abc_compress2,compress2,{},1,1,0,0,0,383,0,1,1,0,0.000
ex215,alt04,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,103,-20,1,1,0,0.000
ex215,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-195,-15,0,1,0,0.000
ex215,alt04,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,-91,-7,0,1,0,0.000
ex215,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-208,-16,0,1,0,0.000
ex215,alt04,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-91,-7,0,1,0,0.000
ex215,alt04,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,646,-8,2,1,0,0.000
ex215,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-182,-14,0,1,0,0.000
ex215,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-234,-18,0,1,0,0.000
ex215,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-208,-16,0,1,0,0.000
ex215,alt04,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-234,-18,0,1,0,0.000
ex215,alt04,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-91,-7,0,1,0,0.000
ex215,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,13,33,-1,2,0,0.000
ex215,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex216,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-130,-10,0,1,0,0.000
ex216,current,abc,abc_compress2,compress2,{},14,14,0,0,0,-143,-13,0,14,0,0.000
ex216,current,abc,abc_compress2rs,compress2rs,{},14,14,0,0,0,-650,-57,0,14,0,0.000
ex216,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-221,-17,0,1,0,0.000
ex216,current,abc,abc_dc2_dch,dc2_dch,{},14,14,0,0,0,-351,-27,0,14,0,0.000
ex216,current,abc,abc_dch,dch,{},1,1,0,0,0,-247,-19,0,1,0,0.000
ex216,current,abc,abc_dch_bal_rw,dch_bal_rw,{},14,14,0,0,0,-260,-20,0,14,0,0.000
ex216,current,abc,abc_dch_dc2,dch_dc2,{},14,14,0,0,0,-286,-22,0,14,0,0.000
ex216,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-156,-12,0,1,0,0.000
ex216,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-143,-11,0,1,0,0.000
ex216,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-143,-11,0,1,0,0.000
ex216,current,abc,abc_resyn2rs,resyn2rs,{},14,14,0,0,0,-689,-53,0,14,0,0.000
ex216,current,abc,abc_resyn3,resyn3,{},14,14,0,0,0,-195,-15,0,14,0,0.000
ex216,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},14,14,1,0,0,-682,-16,-1,14,1,0.071
ex216,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex216,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex216,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-154,-11,0,1,0,0.000
ex216,alt02,abc,abc_compress2,compress2,{},16,16,0,0,0,-563,-11,-1,16,0,0.000
ex216,alt02,abc,abc_compress2rs,compress2rs,{},16,16,3,0,0,-1148,-56,-1,16,3,0.188
ex216,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,255,-11,1,1,0,0.000
ex216,alt02,abc,abc_dc2_dch,dc2_dch,{},16,16,1,0,0,-487,-14,-1,16,1,0.062
ex216,alt02,abc,abc_dch,dch,{},1,1,1,0,0,-196,-14,0,1,1,1.000
ex216,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},16,16,0,0,0,-487,-14,-1,16,0,0.000
ex216,alt02,abc,abc_dch_dc2,dch_dc2,{},16,16,1,0,0,-429,-14,-1,16,1,0.062
ex216,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-154,-11,0,1,0,0.000
ex216,alt02,abc,abc_resyn2,resyn2,{},1,1,1,0,0,-563,-11,-1,1,1,1.000
ex216,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-126,-9,0,1,0,0.000
ex216,alt02,abc,abc_resyn2rs,resyn2rs,{},16,16,2,0,0,-1096,-52,-1,16,2,0.125
ex216,alt02,abc,abc_resyn3,resyn3,{},16,16,0,0,0,-578,-20,-1,16,0,0.000
ex216,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},16,16,0,0,0,180,61,-2,16,0,0.000
ex216,alt02,culs,culs_resyn2,resyn2,{},33,33,11,0,0,-24,-2,0,33,11,0.333
ex216,alt02,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",34,34,3,0,0,0,0,0,34,3,0.088
ex216,alt02,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",34,34,6,0,0,-52,-4,0,34,6,0.176
ex216,alt02,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",34,34,2,0,0,-52,-4,0,34,2,0.059
ex216,alt02,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",34,34,10,0,0,-52,-4,0,34,10,0.294
ex216,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex216,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-70,-5,0,1,0,0.000
ex216,alt03,abc,abc_compress2,compress2,{},1,1,0,0,0,389,-5,1,1,0,0.000
ex216,alt03,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,593,-47,3,1,0,0.000
ex216,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,248,-15,1,1,0,0.000
ex216,alt03,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,-542,-6,-1,1,0,0.000
ex216,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-126,-9,0,1,0,0.000
ex216,alt03,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,0,0,0,1,0,0.000
ex216,alt03,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,404,-4,1,1,0,0.000
ex216,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-84,-6,0,1,0,0.000
ex216,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-84,-6,0,1,0,0.000
ex216,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-84,-6,0,1,0,0.000
ex216,alt03,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-504,-36,0,1,0,0.000
ex216,alt03,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-126,-9,0,1,0,0.000
ex216,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,770,55,0,2,0,0.000
ex216,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex216,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-153,-9,0,1,0,0.000
ex216,alt04,abc,abc_compress2,compress2,{},1,1,0,0,0,0,0,0,1,0,0.000
ex216,alt04,abc,abc_compress2rs,compress2rs,{},1,1,0,0,0,-247,-37,1,1,0,0.000
ex216,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-238,-14,0,1,0,0.000
ex216,alt04,abc,abc_dc2_dch,dc2_dch,{},1,1,0,0,0,-595,-11,-1,1,0,0.000
ex216,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-289,-17,0,1,0,0.000
ex216,alt04,abc,abc_dch_bal_rw,dch_bal_rw,{},1,1,0,0,0,-563,-9,-1,1,0,0.000
ex216,alt04,abc,abc_dch_dc2,dch_dc2,{},1,1,0,0,0,-579,-10,-1,1,0,0.000
ex216,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-238,-14,0,1,0,0.000
ex216,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-306,-18,0,1,0,0.000
ex216,alt04,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-204,-12,0,1,0,0.000
ex216,alt04,abc,abc_resyn2rs,resyn2rs,{},1,1,0,0,0,-612,-36,0,1,0,0.000
ex216,alt04,abc,abc_resyn3,resyn3,{},1,1,0,0,0,-289,-17,0,1,0,0.000
ex216,alt04,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},2,2,0,0,0,612,36,0,2,0,0.000
ex216,alt04,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex217,current,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-195,-15,0,1,0,0.000
ex217,current,abc,abc_compress2,compress2,{},14,14,0,0,0,-762,-20,-1,14,0,0.000
ex217,current,abc,abc_compress2rs,compress2rs,{},14,14,0,0,0,-221,-84,0,14,0,0.000
ex217,current,abc,abc_dc2,dc2,{},1,1,0,0,0,-351,-27,0,1,0,0.000
ex217,current,abc,abc_dc2_dch,dc2_dch,{},14,14,0,0,0,-824,-33,-1,14,0,0.000
ex217,current,abc,abc_dch,dch,{},1,1,0,0,0,-507,-39,0,1,0,0.000
ex217,current,abc,abc_dch_bal_rw,dch_bal_rw,{},14,14,0,0,0,-958,-30,-1,14,0,0.000
ex217,current,abc,abc_dch_dc2,dch_dc2,{},14,14,1,0,0,-1030,-36,-1,14,1,0.071
ex217,current,abc,abc_resyn,resyn,{},1,1,0,0,0,-221,-17,0,1,0,0.000
ex217,current,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-325,-25,0,1,0,0.000
ex217,current,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-221,-17,0,1,0,0.000
ex217,current,abc,abc_resyn2rs,resyn2rs,{},14,14,1,0,0,-988,-76,0,14,1,0.071
ex217,current,abc,abc_resyn3,resyn3,{},14,14,0,0,0,-442,-34,0,14,0,0.000
ex217,current,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},15,15,0,0,0,637,49,0,15,0,0.000
ex217,current,culs,culs_resyn2,resyn2,{},31,31,16,0,0,-72,-6,0,31,16,0.516
ex217,current,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",19,19,3,0,0,0,0,0,19,3,0.158
ex217,current,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",19,19,3,0,0,-39,-13,0,19,3,0.158
ex217,current,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",19,19,0,0,0,-39,-13,0,19,0,0.000
ex217,current,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",19,19,6,0,0,-108,-13,0,19,6,0.316
ex217,current,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex217,alt01,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-743,-12,-1,1,0,0.000
ex217,alt01,abc,abc_compress2,compress2,{},11,11,0,0,0,-707,-11,-1,11,0,0.000
ex217,alt01,abc,abc_compress2rs,compress2rs,{},11,11,2,0,0,-246,-55,1,11,2,0.182
ex217,alt01,abc,abc_dc2,dc2,{},1,1,0,0,0,-322,-23,0,1,0,0.000
ex217,alt01,abc,abc_dc2_dch,dc2_dch,{},11,11,0,0,0,-902,-33,-1,11,0,0.000
ex217,alt01,abc,abc_dch,dch,{},1,1,1,0,0,-1042,-35,-1,1,1,1.000
ex217,alt01,abc,abc_dch_bal_rw,dch_bal_rw,{},11,11,0,0,0,-863,-32,-1,11,0,0.000
ex217,alt01,abc,abc_dch_dc2,dch_dc2,{},11,11,0,0,0,-902,-34,-1,11,0,0.000
ex217,alt01,abc,abc_resyn,resyn,{},1,1,0,0,0,-769,-14,-1,1,0,0.000
ex217,alt01,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-795,-16,-1,1,0,0.000
ex217,alt01,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-769,-14,-1,1,0,0.000
ex217,alt01,abc,abc_resyn2rs,resyn2rs,{},11,11,2,0,0,-1058,-47,-1,11,2,0.182
ex217,alt01,abc,abc_resyn3,resyn3,{},11,11,0,0,0,-252,-18,0,11,0,0.000
ex217,alt01,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},12,12,0,0,0,1106,79,0,12,0,0.000
ex217,alt01,mockturtle,mockturtle_balance,balance,"{""flow"": ""balance""}",15,15,3,0,0,0,0,0,15,3,0.200
ex217,alt01,mockturtle,mockturtle_balance_resub,balance_resub,"{""flow"": ""balance_resub""}",15,15,0,0,0,0,-9,0,15,0,0.000
ex217,alt01,mockturtle,mockturtle_resub,resub,"{""flow"": ""resub""}",15,15,0,0,0,-78,-10,0,15,0,0.000
ex217,alt01,mockturtle,mockturtle_resub_balance,resub_balance,"{""flow"": ""resub_balance""}",15,15,3,0,0,-78,-10,0,15,3,0.200
ex217,alt01,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex217,alt02,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-84,-6,0,1,0,0.000
ex217,alt02,abc,abc_compress2,compress2,{},7,7,0,0,0,-592,-12,-1,7,0,0.000
ex217,alt02,abc,abc_compress2rs,compress2rs,{},7,7,2,0,0,222,-77,2,7,2,0.286
ex217,alt02,abc,abc_dc2,dc2,{},1,1,0,0,0,-350,-25,0,1,0,0.000
ex217,alt02,abc,abc_dc2_dch,dc2_dch,{},7,7,0,0,0,-507,-39,0,7,0,0.000
ex217,alt02,abc,abc_dch,dch,{},1,1,0,0,0,-981,-30,-1,1,0,0.000
ex217,alt02,abc,abc_dch_bal_rw,dch_bal_rw,{},7,7,0,0,0,-312,-24,0,7,0,0.000
ex217,alt02,abc,abc_dch_dc2,dch_dc2,{},7,7,0,0,0,-403,-31,0,7,0,0.000
ex217,alt02,abc,abc_resyn,resyn,{},1,1,0,0,0,-112,-8,0,1,0,0.000
ex217,alt02,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-734,-11,-1,1,0,0.000
ex217,alt02,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-695,-8,-1,1,0,0.000
ex217,alt02,abc,abc_resyn2rs,resyn2rs,{},7,7,0,0,0,-728,-54,0,7,0,0.000
ex217,alt02,abc,abc_resyn3,resyn3,{},7,7,0,0,0,-238,-17,0,7,0,0.000
ex217,alt02,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},8,8,0,0,0,1236,43,1,8,0,0.000
ex217,alt02,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex217,alt03,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-889,-14,-1,1,0,0.000
ex217,alt03,abc,abc_dc2,dc2,{},1,1,0,0,0,-1369,-46,-1,1,0,0.000
ex217,alt03,abc,abc_dch,dch,{},1,1,0,0,0,-1639,-64,-1,1,0,0.000
ex217,alt03,abc,abc_resyn,resyn,{},1,1,0,0,0,-889,-14,-1,1,0,0.000
ex217,alt03,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-979,-20,-1,1,0,0.000
ex217,alt03,abc,abc_resyn2a,resyn2a,{},1,1,0,0,0,-889,-14,-1,1,0,0.000
ex217,alt03,abc9,abc9_syn2_dc2,abc9_syn2_dc2,{},1,1,0,0,0,1946,175,-1,1,0,0.000
ex217,alt03,seed,seed,seed,{},1,1,0,0,0,,,,1,0,0.000
ex217,alt04,abc,abc_bal_rw,bal_rw,{},1,1,0,0,0,-288,-12,0,1,0,0.000
ex217,alt04,abc,abc_dc2,dc2,{},1,1,0,0,0,-480,-20,0,1,0,0.000
ex217,alt04,abc,abc_dch,dch,{},1,1,0,0,0,-552,-23,0,1,0,0.000
ex217,alt04,abc,abc_resyn,resyn,{},1,1,0,0,0,-312,-13,0,1,0,0.000
ex217,alt04,abc,abc_resyn2,resyn2,{},1,1,0,0,0,-384,-16,0,1,0,0.000
